type,review_score,total_reviews,review_bucket
Paid,0.7582417582417582,91,50-200
Paid,0.9246658566221142,823,200-1k
Paid,0.9571183533447685,1166,1k-10k
Paid,0.7472527472527473,91,50-200
Paid,0.756578947368421,152,50-200
Paid,0.7905405405405406,148,50-200
Paid,0.8227848101265823,237,200-1k
Paid,0.896414342629482,251,200-1k
Paid,0.8490566037735849,53,50-200
Paid,0.7680288461538461,832,200-1k
Paid,0.7702702702702703,74,50-200
Paid,0.9308943089430894,492,200-1k
Paid,0.9171597633136095,169,50-200
Paid,0.7967479674796748,369,200-1k
Paid,0.8132001211020284,13212,10k+
Paid,0.8571428571428571,539,200-1k
Paid,0.8450704225352113,284,200-1k
Paid,0.7640449438202247,89,50-200
Paid,0.6610169491525424,59,50-200
Paid,0.6756756756756757,74,50-200
Paid,0.6362229102167183,646,200-1k
Paid,0.7756352087114338,4408,1k-10k
Paid,0.9,50,50-200
Paid,0.9066957732695999,53138,10k+
Paid,0.8476190476190476,105,50-200
Paid,0.8602941176470589,2040,1k-10k
Paid,0.821078431372549,408,200-1k
Paid,0.8520130576713819,919,200-1k
Paid,0.97,100,50-200
Paid,0.8012133968922182,16153,10k+
Paid,0.9698275862068966,464,200-1k
Paid,0.946078431372549,204,200-1k
Paid,0.7830802603036876,461,200-1k
Paid,0.8564991334488735,2885,1k-10k
Paid,0.8740777791671877,7997,1k-10k
Paid,0.7716049382716049,162,50-200
Paid,0.7660944206008584,466,200-1k
Paid,0.8717948717948718,273,200-1k
Paid,0.7638888888888888,144,50-200
Paid,0.7160493827160493,81,50-200
Paid,0.8028169014084507,71,50-200
Paid,0.6956521739130435,92,50-200
Paid,0.5358361774744027,293,200-1k
Paid,0.5752212389380531,339,200-1k
Paid,0.5473083197389886,1226,1k-10k
Paid,0.46875,192,50-200
Paid,0.85,60,50-200
Paid,0.4925373134328358,67,50-200
Paid,0.9482758620689655,58,50-200
Paid,0.7465495608531995,797,200-1k
Paid,0.9372392526754942,11026,10k+
Paid,0.8372093023255814,172,50-200
Paid,0.9432413014471929,9743,1k-10k
Paid,0.7543859649122807,114,50-200
Paid,0.8554216867469879,166,50-200
Paid,0.9315068493150684,146,50-200
Paid,0.5180722891566265,83,50-200
Paid,0.2977941176470588,272,200-1k
Paid,0.90625,64,50-200
Paid,0.6779955092876098,9798,1k-10k
Paid,0.7789855072463768,276,200-1k
Paid,0.6037735849056604,424,200-1k
Paid,0.7681159420289855,69,50-200
Paid,0.4673076923076923,520,200-1k
Paid,0.8485342019543974,1228,1k-10k
Paid,0.7407407407407407,54,50-200
Paid,0.7017543859649122,57,50-200
Paid,1.0,98,50-200
Paid,0.8429752066115702,121,50-200
Paid,0.7483552631578947,608,200-1k
Paid,0.9186620361908243,5471,1k-10k
Paid,0.6904761904761905,84,50-200
Paid,0.6724137931034483,58,50-200
Paid,0.9915254237288136,118,50-200
Paid,0.8214285714285714,112,50-200
Paid,0.7727272727272727,88,50-200
Paid,0.7142857142857143,91,50-200
Paid,0.8026315789473685,684,200-1k
Paid,0.37623762376237624,101,50-200
Paid,0.7073170731707317,82,50-200
Paid,0.9792564385208938,19958,10k+
Paid,0.9473684210526315,95,50-200
Paid,0.8243727598566308,279,200-1k
Paid,0.7242888402625821,457,200-1k
Paid,0.7966101694915254,59,50-200
Paid,0.963855421686747,166,50-200
Paid,0.9013605442176871,294,200-1k
Paid,0.8720379146919431,422,200-1k
Paid,0.8074477747502271,1101,1k-10k
Paid,0.9818181818181818,55,50-200
Paid,0.9101479915433404,946,200-1k
Paid,0.7781484570475397,1199,1k-10k
Paid,0.8592592592592593,270,200-1k
Paid,0.9210526315789473,152,50-200
Paid,0.6089108910891089,202,200-1k
Paid,0.75,756,200-1k
Paid,0.9440124416796267,2572,1k-10k
Paid,0.8520710059171598,676,200-1k
Paid,0.8951612903225806,124,50-200
Paid,0.9504968221287262,11171,10k+
Paid,0.352112676056338,639,200-1k
Paid,0.8842975206611571,121,50-200
Paid,0.572933816266052,3037,1k-10k
Paid,0.8529411764705882,646,200-1k
Paid,0.5821152192605331,1163,1k-10k
Paid,0.6774193548387096,62,50-200
Paid,0.4979645008956196,6141,1k-10k
Paid,0.9181034482758621,928,200-1k
Paid,0.5162016201620162,4444,1k-10k
Paid,0.8214285714285714,56,50-200
Paid,0.7382875605815832,619,200-1k
Paid,0.9836065573770492,61,50-200
Paid,0.9315068493150684,73,50-200
Paid,0.5566037735849056,212,200-1k
Paid,0.7209302325581395,387,200-1k
Paid,0.3515625,128,50-200
Paid,0.8857142857142857,105,50-200
Paid,0.8760330578512396,121,50-200
Paid,0.64,75,50-200
Paid,0.8644596498289394,9938,1k-10k
Paid,0.8524590163934426,183,50-200
Paid,0.7111913357400722,277,200-1k
Paid,0.7519470404984424,2568,1k-10k
Paid,0.55,60,50-200
Paid,0.8105665906870726,12284,10k+
Paid,0.9180327868852459,61,50-200
Paid,0.7022106631989596,769,200-1k
Paid,0.4230769230769231,208,200-1k
Paid,0.9135618479880775,671,200-1k
Paid,0.8536155202821869,567,200-1k
Paid,0.9352941176470588,170,50-200
Paid,0.8243243243243243,74,50-200
Paid,0.915144596651446,2628,1k-10k
Paid,0.9034296028880866,1108,1k-10k
Paid,0.8957528957528957,518,200-1k
Paid,0.8174603174603174,126,50-200
Paid,0.6357142857142857,140,50-200
Paid,0.8571428571428571,84,50-200
Paid,0.8888888888888888,252,200-1k
Paid,0.7152317880794702,151,50-200
Paid,0.9017707985299032,2993,1k-10k
Paid,0.6637931034482759,348,200-1k
Paid,0.9696578437701743,3098,1k-10k
Paid,0.5522388059701493,134,50-200
Paid,0.9949748743718593,199,50-200
Paid,0.6053639846743295,261,200-1k
Paid,0.6479591836734694,196,50-200
Paid,0.8883116883116883,770,200-1k
Paid,0.4647887323943662,284,200-1k
Paid,0.7621247113163973,433,200-1k
Paid,0.9785714285714285,140,50-200
Paid,0.3838383838383838,99,50-200
Paid,0.8725490196078431,102,50-200
Paid,0.9904761904761905,105,50-200
Paid,0.7714285714285715,280,200-1k
Paid,0.8285249898415278,2461,1k-10k
Paid,0.7849056603773585,265,200-1k
Paid,0.844097995545657,449,200-1k
Paid,0.8492366412213741,524,200-1k
Paid,0.7884615384615384,52,50-200
Paid,0.8838951310861424,267,200-1k
Paid,0.8885400313971743,1911,1k-10k
Paid,0.5188679245283019,106,50-200
Paid,0.75,64,50-200
Paid,0.6988636363636364,176,50-200
Paid,0.8611111111111112,180,50-200
Paid,0.9436964504283966,817,200-1k
Paid,0.7954285714285714,875,200-1k
Paid,0.5344827586206896,58,50-200
Paid,0.9866666666666667,75,50-200
Paid,0.42729970326409494,337,200-1k
Paid,0.6780487804878049,205,200-1k
Paid,0.9027367592045679,5079,1k-10k
Paid,0.8139931740614335,586,200-1k
Paid,0.5746102449888641,1347,1k-10k
Paid,0.7426558395032242,8374,1k-10k
Paid,0.855072463768116,69,50-200
Paid,0.9550561797752809,89,50-200
Paid,0.8294239392894102,5798,1k-10k
Paid,0.7214611872146118,219,200-1k
Paid,0.6186440677966102,118,50-200
Paid,0.9146183699870634,1546,1k-10k
Paid,0.2840909090909091,88,50-200
Paid,0.7,80,50-200
Paid,0.708029197080292,137,50-200
Paid,0.8534704370179949,389,200-1k
Paid,0.9680851063829787,1504,1k-10k
Paid,0.7153558052434457,267,200-1k
Paid,0.9204545454545454,88,50-200
Paid,0.7692307692307693,52,50-200
Paid,0.8111111111111111,90,50-200
Paid,0.7257929883138564,2396,1k-10k
Paid,0.9562657695542472,1189,1k-10k
Paid,0.7727803738317757,1712,1k-10k
Paid,0.7619047619047619,63,50-200
Paid,0.9001883239171374,531,200-1k
Paid,0.7142857142857143,70,50-200
Paid,0.8713450292397661,6498,1k-10k
Paid,0.8380281690140845,142,50-200
Paid,0.8395789473684211,2375,1k-10k
Paid,0.725328947368421,608,200-1k
Paid,0.6239316239316239,117,50-200
Paid,0.9568345323741008,139,50-200
Paid,0.8197135636057288,1187,1k-10k
Paid,0.64,100,50-200
Paid,0.7809219534459151,2191,1k-10k
Paid,0.8455882352941176,544,200-1k
Paid,0.9272727272727272,55,50-200
Paid,0.875,56,50-200
Paid,0.7758768177929855,1169,1k-10k
Paid,0.5479204339963833,553,200-1k
Paid,0.8156297420333839,1318,1k-10k
Paid,0.7458563535911602,362,200-1k
Paid,0.7661064425770309,2142,1k-10k
Paid,0.9322033898305084,59,50-200
Paid,0.8524484173834823,71148,10k+
Paid,0.9430217669654289,28116,10k+
Paid,0.9744318181818182,1408,1k-10k
Paid,0.9720670391061452,179,50-200
Paid,0.9783432287249081,17685,10k+
Paid,0.7591623036649214,191,50-200
Paid,0.8211920529801324,604,200-1k
Paid,0.8372603541636178,6833,1k-10k
Paid,0.6276595744680851,94,50-200
Paid,0.9193548387096774,62,50-200
Paid,0.71039273310179,14972,10k+
Paid,0.8148854961832062,524,200-1k
Paid,0.8648648648648649,518,200-1k
Paid,0.8892508143322475,614,200-1k
Paid,0.6262626262626263,99,50-200
Paid,0.7121212121212122,66,50-200
Paid,0.7735322737593253,15415,10k+
Paid,0.46774193548387094,62,50-200
Paid,0.7848101265822784,79,50-200
Paid,0.5975609756097561,82,50-200
Paid,0.6538461538461539,208,200-1k
Paid,0.9578889206815917,101351,10k+
Paid,0.9438202247191011,89,50-200
Paid,0.6475409836065574,122,50-200
Paid,0.532451628704384,4083,1k-10k
Paid,0.7378917378917379,351,200-1k
Paid,0.9236363636363636,275,200-1k
Paid,0.6330275229357798,109,50-200
Paid,0.35135135135135137,185,50-200
Paid,0.8786764705882353,272,200-1k
Paid,0.7623318385650224,892,200-1k
Paid,0.6075949367088608,158,50-200
Paid,0.7222222222222222,72,50-200
Paid,0.6402877697841727,139,50-200
Paid,0.8934517203107658,901,200-1k
Paid,0.8888888888888888,72,50-200
Paid,0.8507462686567164,402,200-1k
Paid,0.9697542533081286,1058,1k-10k
Paid,0.7305699481865285,193,50-200
Paid,0.6495956873315364,1484,1k-10k
Paid,0.7472527472527473,91,50-200
Paid,0.8783490224475018,1381,1k-10k
Paid,0.8169014084507042,142,50-200
Paid,0.881578947368421,76,50-200
Paid,0.6979550787797519,5966,1k-10k
Paid,0.7560975609756098,82,50-200
Paid,0.8604651162790697,129,50-200
Paid,0.9490769549885916,19284,10k+
Paid,0.7069486404833837,662,200-1k
Paid,0.923728813559322,236,200-1k
Paid,0.7041471455838972,5763,1k-10k
Paid,0.8812785388127854,438,200-1k
Paid,0.908881199538639,867,200-1k
Paid,0.6538461538461539,52,50-200
Paid,0.8466257668711656,163,50-200
Paid,0.7333333333333333,135,50-200
Paid,0.28,325,200-1k
Paid,0.9336706014614953,1779,1k-10k
Paid,0.7592592592592593,162,50-200
Paid,0.6645833333333333,480,200-1k
Paid,0.9475409836065574,305,200-1k
Paid,0.6862745098039216,51,50-200
Paid,0.9183194154488518,11496,10k+
Paid,0.6,50,50-200
Paid,0.6724137931034483,58,50-200
Paid,0.979381443298969,97,50-200
Paid,0.6764705882352942,238,200-1k
Paid,0.9175627240143369,279,200-1k
Paid,0.8232248520710059,1352,1k-10k
Paid,0.9406934306569343,1096,1k-10k
Paid,0.41830065359477125,153,50-200
Paid,0.2631578947368421,57,50-200
Paid,0.9055555555555556,360,200-1k
Paid,0.6285714285714286,70,50-200
Paid,0.803921568627451,51,50-200
Paid,0.9166666666666666,168,50-200
Paid,0.875,72,50-200
Paid,0.9252828905832645,123546,10k+
Paid,0.7112676056338029,142,50-200
Paid,0.6410256410256411,117,50-200
Paid,0.875,64,50-200
Paid,0.6712328767123288,73,50-200
Paid,0.9417085427135679,995,200-1k
Paid,0.9354838709677419,1736,1k-10k
Paid,0.9616306954436451,417,200-1k
Paid,1.0,82,50-200
Paid,0.78125,64,50-200
Paid,0.896551724137931,58,50-200
Paid,0.8700970054829186,2371,1k-10k
Paid,0.8194444444444444,3744,1k-10k
Paid,0.9464944649446494,1084,1k-10k
Paid,0.8363636363636363,55,50-200
Paid,0.669260700389105,257,200-1k
Paid,0.8282828282828283,99,50-200
Paid,0.9750709363599513,9868,1k-10k
Paid,0.4338235294117647,136,50-200
Paid,0.8346666666666667,375,200-1k
Paid,0.7582644628099173,484,200-1k
Paid,0.8638211382113821,1476,1k-10k
Paid,0.8139014476868978,21897,10k+
Paid,0.7562326869806094,361,200-1k
Paid,0.8506122448979592,1225,1k-10k
Paid,0.86,50,50-200
Paid,0.7464114832535885,209,200-1k
Paid,0.8935185185185185,648,200-1k
Paid,0.9191919191919192,99,50-200
Paid,0.6196787148594377,2490,1k-10k
Paid,0.7341040462427746,173,50-200
Paid,0.7916666666666666,672,200-1k
Paid,0.6253968253968254,315,200-1k
Paid,1.0,56,50-200
Paid,0.9214953271028037,535,200-1k
Paid,0.8953488372093024,86,50-200
Paid,0.9660377358490566,265,200-1k
Paid,0.6774193548387096,62,50-200
Paid,0.9864864864864865,148,50-200
Paid,0.9168912848158132,6678,1k-10k
Paid,0.8548387096774194,682,200-1k
Paid,0.6732673267326733,101,50-200
Paid,0.8863636363636364,1232,1k-10k
Paid,0.9558599695585996,657,200-1k
Paid,0.8956521739130435,575,200-1k
Paid,0.7753109025711452,13107,10k+
Paid,0.9011857707509882,506,200-1k
Paid,0.48148148148148145,81,50-200
Paid,0.5042016806722689,119,50-200
Paid,0.9038461538461539,1872,1k-10k
Paid,0.6013568838460639,8549,1k-10k
Paid,0.9135381114903299,879,200-1k
Paid,0.7931034482758621,377,200-1k
Paid,0.9345549738219895,764,200-1k
Paid,0.7354838709677419,155,50-200
Paid,0.8070175438596491,114,50-200
Paid,0.634032634032634,429,200-1k
Paid,0.851063829787234,94,50-200
Paid,0.8293515358361775,1172,1k-10k
Paid,0.9833930315858027,3071,1k-10k
Paid,0.7295081967213115,488,200-1k
Paid,0.9310344827586207,145,50-200
Paid,0.7731958762886598,97,50-200
Paid,0.40625,64,50-200
Paid,0.9326366332438921,7081,1k-10k
Paid,0.7973856209150327,765,200-1k
Paid,0.7894736842105263,57,50-200
Paid,0.8,60,50-200
Paid,0.9093655589123867,331,200-1k
Paid,0.9680851063829787,188,50-200
Paid,0.7463533225283631,2468,1k-10k
Paid,0.8514056224899599,249,200-1k
Paid,0.9348630643967432,1351,1k-10k
Paid,0.8986486486486487,148,50-200
Paid,0.5302013422818792,149,50-200
Paid,0.8556701030927835,97,50-200
Paid,0.9669760154272629,8297,1k-10k
Paid,0.9069767441860465,387,200-1k
Paid,0.891566265060241,166,50-200
Paid,0.912751677852349,149,50-200
Paid,0.9452054794520548,73,50-200
Paid,0.8176470588235294,1530,1k-10k
Paid,0.9738903394255874,383,200-1k
Paid,0.806966618287373,689,200-1k
Paid,0.6082474226804123,97,50-200
Paid,0.6871165644171779,163,50-200
Paid,0.5734265734265734,143,50-200
Paid,0.5483870967741935,124,50-200
Paid,0.9125248508946322,1006,1k-10k
Paid,0.7407407407407407,81,50-200
Paid,0.8947368421052632,114,50-200
Paid,0.9588402795754595,3863,1k-10k
Paid,0.9444981213097156,9315,1k-10k
Paid,0.9206349206349206,189,50-200
Paid,0.6949152542372882,708,200-1k
Paid,0.828125,448,200-1k
Paid,0.9622641509433962,53,50-200
Paid,0.6846473029045643,482,200-1k
Paid,0.8931297709923665,131,50-200
Paid,0.8681039949270767,3154,1k-10k
Paid,0.6514657980456026,307,200-1k
Paid,0.8876404494382022,89,50-200
Paid,0.6056338028169014,71,50-200
Paid,0.970945945945946,4440,1k-10k
Paid,0.8,280,200-1k
Paid,0.6329113924050633,79,50-200
Paid,0.9467849223946785,1353,1k-10k
Paid,0.8196114708603145,1081,1k-10k
Paid,1.0,63,50-200
Paid,0.7142857142857143,98,50-200
Paid,0.8207547169811321,424,200-1k
Paid,0.8089330024813896,403,200-1k
Paid,0.4626865671641791,67,50-200
Paid,0.8617021276595744,94,50-200
Paid,0.9206349206349206,63,50-200
Paid,0.857278782112274,1051,1k-10k
Paid,0.7616822429906542,214,200-1k
Paid,0.5728155339805825,103,50-200
Paid,0.9356223175965666,233,200-1k
Paid,0.9081802525832376,34840,10k+
Paid,0.9272727272727272,55,50-200
Paid,0.9821428571428571,112,50-200
Paid,0.6846846846846847,111,50-200
Paid,0.7639593908629442,1182,1k-10k
Paid,0.9206864564007421,2156,1k-10k
Paid,0.6808510638297872,94,50-200
Paid,0.8181818181818182,99,50-200
Paid,0.9454545454545454,110,50-200
Paid,0.883008356545961,718,200-1k
Paid,0.6020408163265306,98,50-200
Paid,0.9612068965517241,928,200-1k
Paid,0.896421845574388,531,200-1k
Paid,0.8974358974358975,117,50-200
Paid,0.8706467661691543,402,200-1k
Paid,0.6258992805755396,834,200-1k
Paid,0.78,50,50-200
Paid,0.9174311926605505,327,200-1k
Paid,0.8067226890756303,119,50-200
Paid,0.8675324675324675,385,200-1k
Paid,0.8037940379403794,1845,1k-10k
Paid,0.9752747252747253,364,200-1k
Paid,0.6419753086419753,162,50-200
Paid,0.782312925170068,147,50-200
Paid,0.8344827586206897,145,50-200
Paid,0.8502077410890007,4573,1k-10k
Paid,0.3728813559322034,59,50-200
Paid,0.8297872340425532,94,50-200
Paid,0.9575070821529745,353,200-1k
Paid,0.8956521739130435,115,50-200
Paid,0.8789237668161435,446,200-1k
Paid,1.0,54,50-200
Paid,0.7873900293255132,682,200-1k
Paid,0.9570815450643777,699,200-1k
Paid,0.9388535031847134,785,200-1k
Paid,0.9404761904761905,84,50-200
Paid,0.967741935483871,93,50-200
Paid,0.9557894736842105,475,200-1k
Paid,0.8858040859088528,3818,1k-10k
Paid,0.8523809523809524,210,200-1k
Paid,0.8159827636862207,10211,10k+
Paid,0.9523809523809523,126,50-200
Paid,0.9631212408990186,6318,1k-10k
Paid,0.9644699140401146,3490,1k-10k
Paid,0.8246153846153846,325,200-1k
Paid,0.7857142857142857,56,50-200
Paid,0.8586387434554974,191,50-200
Paid,0.7407407407407407,54,50-200
Paid,0.8,50,50-200
Paid,0.7115384615384616,104,50-200
Paid,0.8081023454157783,469,200-1k
Paid,0.8594628357276702,1601,1k-10k
Paid,0.7900696864111498,2296,1k-10k
Paid,0.7037385375029391,4253,1k-10k
Paid,0.976027397260274,292,200-1k
Paid,0.8265682656826568,542,200-1k
Paid,0.8285714285714286,70,50-200
Paid,0.9216101694915254,472,200-1k
Paid,0.6804663335712586,16812,10k+
Paid,0.49056603773584906,212,200-1k
Paid,0.8068181818181818,88,50-200
Paid,0.7808988764044944,356,200-1k
Paid,0.9557522123893806,113,50-200
Paid,0.7566371681415929,5424,1k-10k
Paid,0.9024390243902439,123,50-200
Paid,0.7590361445783133,83,50-200
Paid,0.7206398751463129,2563,1k-10k
Paid,0.638963842417701,1853,1k-10k
Paid,0.8235294117647058,51,50-200
Paid,0.9782608695652174,230,200-1k
Paid,0.4686411149825784,574,200-1k
Paid,0.9669565217391304,1150,1k-10k
Paid,0.980327868852459,610,200-1k
Paid,0.8035111411208643,1481,1k-10k
Paid,0.77,100,50-200
Paid,0.9521613832853026,10410,10k+
Paid,0.8504672897196262,107,50-200
Paid,0.6981132075471698,53,50-200
Paid,0.5889261744966443,596,200-1k
Paid,0.5517241379310345,87,50-200
Paid,0.43610547667342797,493,200-1k
Paid,0.5425531914893617,940,200-1k
Paid,0.7176938369781312,503,200-1k
Paid,0.8734177215189873,79,50-200
Paid,0.5357142857142857,84,50-200
Paid,0.8191489361702128,188,50-200
Paid,0.882398753894081,2568,1k-10k
Paid,0.9527027027027027,148,50-200
Paid,0.3220338983050847,59,50-200
Paid,0.7026239067055393,343,200-1k
Paid,0.9224137931034483,232,200-1k
Paid,0.8745519713261649,279,200-1k
Paid,0.8199233716475096,261,200-1k
Paid,0.2716049382716049,81,50-200
Paid,0.4603174603174603,189,50-200
Paid,0.6695652173913044,115,50-200
Paid,0.8341968911917098,193,50-200
Paid,0.7426470588235294,136,50-200
Paid,0.720754716981132,265,200-1k
Paid,0.9109004739336493,1055,1k-10k
Paid,0.8450980392156863,1530,1k-10k
Paid,0.9745776347546259,6215,1k-10k
Paid,0.9292929292929293,99,50-200
Paid,0.910958904109589,146,50-200
Paid,0.49921875,1280,1k-10k
Paid,0.25,52,50-200
Paid,0.75,80,50-200
Paid,0.9538461538461539,65,50-200
Paid,0.6198347107438017,121,50-200
Paid,0.7492211838006231,642,200-1k
Paid,0.6825396825396826,63,50-200
Paid,0.8,90,50-200
Paid,0.6686547382372432,1509,1k-10k
Paid,0.8615384615384616,65,50-200
Paid,0.9928057553956835,139,50-200
Paid,0.9324324324324325,222,200-1k
Paid,0.6116504854368932,103,50-200
Paid,0.8961748633879781,183,50-200
Paid,0.4130162703379224,799,200-1k
Paid,0.9509638146770375,2957,1k-10k
Paid,0.6851851851851852,54,50-200
Paid,0.9292929292929293,99,50-200
Paid,0.8197278911564626,294,200-1k
Paid,0.7419354838709677,93,50-200
Paid,0.936231884057971,345,200-1k
Paid,0.9084262888151945,13268,10k+
Paid,0.8406593406593407,182,50-200
Paid,0.9318181818181818,220,200-1k
Paid,0.5555555555555556,81,50-200
Paid,0.8263888888888888,144,50-200
Paid,0.815093479252166,4386,1k-10k
Paid,0.7329376854599406,337,200-1k
Paid,0.9386391251518833,1646,1k-10k
Paid,0.5517241379310345,87,50-200
Paid,0.9568345323741008,139,50-200
Paid,0.7761194029850746,134,50-200
Paid,0.8037841625788367,2854,1k-10k
Paid,0.4714471591730519,6917,1k-10k
Paid,0.6625,80,50-200
Paid,0.8489208633093526,139,50-200
Paid,0.5876288659793815,97,50-200
Paid,0.8431214802896219,8701,1k-10k
Paid,0.7587939698492462,199,50-200
Paid,0.8760847628657922,4955,1k-10k
Paid,0.618421052631579,76,50-200
Paid,0.918429003021148,331,200-1k
Paid,0.9148237670911649,27719,10k+
Paid,0.7763157894736842,76,50-200
Paid,0.9512195121951219,205,200-1k
Paid,0.6604477611940298,268,200-1k
Paid,0.9719101123595506,356,200-1k
Paid,0.701844914116067,14147,10k+
Paid,0.5304347826086957,115,50-200
Paid,0.9461538461538461,1430,1k-10k
Paid,0.9529411764705882,85,50-200
Paid,0.7972972972972973,444,200-1k
Paid,0.9461538461538461,130,50-200
Paid,0.9651162790697675,86,50-200
Paid,0.9396378269617707,1491,1k-10k
Paid,0.34328358208955223,134,50-200
Paid,0.9807692307692307,52,50-200
Paid,0.881578947368421,76,50-200
Paid,0.9086294416243654,591,200-1k
Paid,0.933058702368692,971,200-1k
Paid,0.8416988416988417,259,200-1k
Paid,0.8696629213483146,445,200-1k
Paid,0.8929133858267716,635,200-1k
Paid,0.9367396593673966,411,200-1k
Paid,0.6403508771929824,1254,1k-10k
Paid,0.5079365079365079,126,50-200
Paid,0.6613545816733067,251,200-1k
Paid,0.8651488616462347,571,200-1k
Paid,0.5672514619883041,171,50-200
Paid,0.925531914893617,282,200-1k
Paid,0.8932950261684295,54646,10k+
Paid,0.6153846153846154,429,200-1k
Paid,0.882943143812709,897,200-1k
Paid,0.8298091799896854,1939,1k-10k
Paid,0.8582677165354331,127,50-200
Paid,0.7291666666666666,96,50-200
Paid,0.8681318681318682,91,50-200
Paid,0.723404255319149,282,200-1k
Paid,0.8287815126050421,952,200-1k
Paid,0.7150066303226758,27148,10k+
Paid,0.8561525129982669,12694,10k+
Paid,0.9747800586510263,1705,1k-10k
Paid,0.9392747924858017,2289,1k-10k
Paid,0.7413793103448276,348,200-1k
Paid,0.5934065934065934,91,50-200
Paid,0.75,64,50-200
Paid,0.938034188034188,468,200-1k
Paid,0.7192982456140351,57,50-200
Paid,0.7681159420289855,69,50-200
Paid,0.896551724137931,58,50-200
Paid,0.8055555555555556,72,50-200
Paid,0.8867924528301887,53,50-200
Paid,0.8320610687022901,131,50-200
Paid,0.8541666666666666,144,50-200
Paid,0.6875477463712758,1309,1k-10k
Paid,0.9292035398230089,113,50-200
Paid,0.8841463414634146,164,50-200
Paid,0.9339622641509434,106,50-200
Paid,0.9550561797752809,89,50-200
Paid,0.9285714285714286,56,50-200
Paid,0.9239130434782609,37628,10k+
Paid,0.7606219886114761,4566,1k-10k
Paid,0.8451327433628318,226,200-1k
Paid,0.869431643625192,1302,1k-10k
Paid,0.7931034482758621,145,50-200
Paid,0.9249394673123487,413,200-1k
Paid,0.6,90,50-200
Paid,0.7857142857142857,98,50-200
Paid,0.7947368421052632,190,50-200
Paid,0.4722222222222222,72,50-200
Paid,0.9812206572769953,213,200-1k
Paid,0.660377358490566,265,200-1k
Paid,0.905982905982906,585,200-1k
Paid,0.7908224076281287,1678,1k-10k
Paid,0.6979166666666666,384,200-1k
Paid,0.7333333333333333,165,50-200
Paid,0.8421052631578947,133,50-200
Paid,0.9325842696629213,89,50-200
Paid,0.3333333333333333,54,50-200
Paid,0.950268549830913,10054,10k+
Paid,0.7660332541567696,842,200-1k
Paid,0.7124298789489224,3387,1k-10k
Paid,0.8289085545722714,1356,1k-10k
Paid,0.5824175824175825,91,50-200
Paid,0.6971279373368147,383,200-1k
Paid,0.7222222222222222,108,50-200
Paid,0.9310344827586207,203,200-1k
Paid,0.8306451612903226,372,200-1k
Paid,0.8290909090909091,275,200-1k
Paid,0.3424657534246575,73,50-200
Paid,0.9467000561692567,213640,10k+
Paid,0.8095238095238095,210,200-1k
Paid,0.8539325842696629,89,50-200
Paid,0.9575757575757575,495,200-1k
Paid,0.7488372093023256,215,200-1k
Paid,0.9215686274509803,51,50-200
Paid,0.8360655737704918,61,50-200
Paid,0.8269230769230769,52,50-200
Paid,0.7435897435897436,117,50-200
Paid,0.8901098901098901,182,50-200
Paid,0.9172932330827067,133,50-200
Paid,0.42696629213483145,89,50-200
Paid,0.8928571428571429,56,50-200
Paid,0.8734177215189873,79,50-200
Paid,0.9016890428757037,4618,1k-10k
Paid,0.7992957746478874,2556,1k-10k
Paid,0.9014084507042254,71,50-200
Paid,0.8271604938271605,324,200-1k
Paid,0.8783068783068783,189,50-200
Paid,0.8498276710979813,2031,1k-10k
Paid,0.5,78,50-200
Paid,0.9887640449438202,89,50-200
Paid,0.5501730103806228,289,200-1k
Paid,0.6268656716417911,67,50-200
Paid,0.8600525624178712,1522,1k-10k
Paid,0.8531073446327684,3894,1k-10k
Paid,0.929192546583851,805,200-1k
Paid,0.8082744702320888,991,200-1k
Paid,0.9277623026926648,5385,1k-10k
Paid,0.73,100,50-200
Paid,0.7115384615384616,52,50-200
Paid,0.6883561643835616,292,200-1k
Paid,0.8275862068965517,319,200-1k
Paid,0.8219584569732937,337,200-1k
Paid,0.7102272727272727,176,50-200
Paid,0.6771390374331551,2992,1k-10k
Paid,0.7922535211267606,284,200-1k
Paid,0.9639278557114228,499,200-1k
Paid,0.9310344827586207,58,50-200
Paid,0.9158878504672897,107,50-200
Paid,0.36324786324786323,234,200-1k
Paid,0.9375,96,50-200
Paid,0.6949152542372882,236,200-1k
Paid,0.5932203389830508,59,50-200
Paid,0.9207920792079208,101,50-200
Paid,0.782608695652174,69,50-200
Paid,0.8860759493670886,79,50-200
Paid,0.9295478443743428,1902,1k-10k
Paid,0.7046632124352331,193,50-200
Paid,0.7011421319796954,1576,1k-10k
Paid,0.8858991417526911,158579,10k+
Paid,0.8995633187772926,229,200-1k
Paid,0.7286821705426356,129,50-200
Paid,0.9658176943699732,1492,1k-10k
Paid,0.9454545454545454,55,50-200
Paid,0.7563025210084033,238,200-1k
Paid,0.5696969696969697,165,50-200
Paid,0.95,160,50-200
Paid,0.7499323410013532,3695,1k-10k
Paid,0.6286836935166994,1018,1k-10k
Paid,0.6925287356321839,348,200-1k
Paid,0.9100642398286938,1401,1k-10k
Paid,0.9016393442622951,122,50-200
Paid,0.8873239436619719,71,50-200
Paid,0.9820261437908496,612,200-1k
Paid,0.903921568627451,510,200-1k
Paid,0.8662790697674418,172,50-200
Paid,0.8705583756345178,788,200-1k
Paid,0.978494623655914,93,50-200
Paid,0.5548245614035088,912,200-1k
